HSG*> up
Reader: Study Reader 1   Site: RD1
--------- Upload #5, 261 records ---------
DTY	ARR	TRF	DUR	TTY	TAG	SCD	NCD	EFA	TCH	ANT	EMP	TSS	SPV	NOI	CLS
E	2021-08-08 16:21:27.017	G	Time change: was 2021-08-08 16:21:28.000U
E	2021-08-08 16:48:10.017	U	Time change: was 2021-08-08 16:48:10.000G
E	2021-08-08 16:48:18.017	G	Time change: was 2021-08-08 16:48:19.000U
E	2021-08-08 21:59:22.017	G	Time change: was 2021-08-08 21:59:23.000U
S	2021-08-08 23:51:42.200	G	00:00:06.800	A	900_230000084555	RD1	69	0.7	HDX	A1	65534	492/750	1281.0	402	 C 
E	2021-08-09 10:59:27.017	U	Time change: was 2021-08-09 10:59:27.000G
E	2021-08-09 10:59:37.017	G	Time change: was 2021-08-09 10:59:38.000U
E	2021-08-09 10:59:56.017	U	Time change: was 2021-08-09 10:59:56.000G
E	2021-08-09 11:19:35.017	U	Time change: was 2021-08-09 11:19:35.000G
E	2021-08-09 11:19:40.017	G	Time change: was 2021-08-09 11:19:41.000U
S	2021-08-09 13:20:50.500	G	00:00:00.200	A	900_226001617386	RD1	3	0.7	HDX	A1	65534	552/585	1345.5	401	 H 
S	2021-08-09 13:20:53.500	G	00:00:00.300	A	900_226001617386	RD1	4	0.8	HDX	A1	27	498/617	1345.0	406	 H 
S	2021-08-09 14:31:38.900	G	00:00:01.400	A	900_226001617386	RD1	15	0.8	HDX	A1	42450	537/594	1336.5	414	 H 
S	2021-08-09 16:03:24.300	G	00:00:01.000	A	900_226001617386	RD1	11	0.7	HDX	A1	55039	500/637	1344.0	362	 H 
S	2021-08-09 16:03:29.000	G	00:00:00.300	A	900_226001617386	RD1	4	0.8	HDX	A1	36	470/654	1343.0	412	 H 
E	2021-08-09 16:32:15.017	U	Time change: was 2021-08-09 16:32:15.000G
E	2021-08-09 16:32:33.017	U	Time change: was 2021-08-09 16:32:33.000G
E	2021-08-09 16:32:45.017	G	Time change: was 2021-08-09 16:32:46.000U
E	2021-08-09 16:40:02.017	U	Time change: was 2021-08-09 16:40:02.000G
E	2021-08-09 16:40:12.017	G	Time change: was 2021-08-09 16:40:13.000U
E	2021-08-09 20:06:42.017	U	Time change: was 2021-08-09 20:06:42.000G
E	2021-08-09 20:06:46.017	G	Time change: was 2021-08-09 20:06:47.000U
S	2021-08-12 05:51:20.000	G	00:00:01.300	A	900_226001617661	RD1	14	0.7	HDX	A1	65534	459/520	1273.5	330	 H 
S	2021-08-12 13:31:20.300	G	00:00:06.200	A	900_226000584318	RD1	63	0.8	HDX	A1	65534	451/641	1338.5	335	 A 
S	2021-08-12 13:31:29.100	G	00:00:00.000	A	900_226000584318	RD1	1	0.8	HDX	A1	25	454/454	1339.0	338	 A 
S	2021-08-12 13:31:42.100	G	00:00:09.000	R	0000_0000000168273013	RD1	91	0.8	HDX	A1	129	451/699	1335.5	336	 E 
S	2021-08-12 13:32:05.000	G	00:00:13.000	A	900_230000009506	RD1	131	0.8	HDX	A1	138	451/658	1338.5	333	 C 
S	2021-08-12 13:32:23.200	G	00:00:00.000	A	900_230000009506	RD1	1	0.9	HDX	A1	51	473/473	1341.0	348	 C 
S	2021-08-12 13:32:25.100	G	00:00:00.100	A	900_230000009506	RD1	2	0.8	HDX	A1	18	456/459	1343.0	345	 C 
S	2021-08-12 13:32:27.200	G	00:00:01.200	A	900_230000009506	RD1	13	0.9	HDX	A1	19	468/484	1346.0	343	 C 
S	2021-08-12 13:32:57.500	G	00:00:00.700	A	900_226000584318	RD1	8	0.8	HDX	A1	290	456/593	1341.0	346	 A 
S	2021-08-12 13:33:03.400	G	00:00:00.500	A	900_226000584318	RD1	6	0.8	HDX	A1	51	463/470	1344.0	347	 A 
S	2021-08-12 13:33:08.000	G	00:00:06.300	A	900_226000584318	RD1	64	0.8	HDX	A1	40	453/501	1340.0	341	 A 
S	2021-08-12 13:33:25.400	G	00:00:04.800	R	0000_0000000168273013	RD1	49	0.8	HDX	A1	110	447/695	1341.5	351	 E 
S	2021-08-12 13:33:32.500	G	00:00:00.800	R	0000_0000000168273013	RD1	9	0.8	HDX	A1	22	457/465	1342.0	346	 E 
